"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"55",NA,"NY","NY","00836760","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2001-10-01T00:00:00.000+0000","3223",NA,"M. G. da Silva",1977,6,28,"Brazil","Mato Grosso",NA,"Rio Juruena, Aripuana, Fontanilha, beira da estrada",-58.338483,-11.338965,NA,"8d8e5982-015c-4c2a-88c0-2bf01b4bdaa9",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"56",NA,NA,"Botany","U.1661872","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Silva MG; Maria J",1977,7,5,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661872",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"57",NA,"NY","NY","00836737","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2017-01-01T00:00:00.000+0000","3280",NA,"M. G. da Silva",1977,7,5,"Brazil","Mato Grosso",NA,"Rio Juruena, beira do rio.",-58.380441,-11.024918,NA,"962b5cbe-aad4-4e26-84da-f9dec061d40a",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"58",NA,"NY","NY","01552637","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2007-01-01T00:00:00.000+0000","10679",NA,"W. R. Anderson",1974,2,8,"Brazil","ParÃ¡",NA,"Alto TapajÃ³s, Rio CururÃº, near streams SE of MissÃ£o CururÃº.",-57.52,-7.58,NA,"80f0fc96-5797-41fa-b9bb-6609fd537e9f",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"59",NA,NA,"Botany","U.1661450","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Anderson WR; Fonseca SG; Reis S; R; et al.",1974,2,8,"Brazil","Pará",NA,"Brazil, Pará, near streams SE of Missao Cucuru",-57.516667,-7.583333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661450",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"60","2012-11-16T11:33:00.000+0000","MO","MO","3401290","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.J.M. Maas & S. Arias G.","2012-01-01T00:00:00.000+0000","Anderson 10679",NA,"William R. Anderson",1974,2,8,"Brazil",NA,NA,"Sandy cerrado and adjacent marshy campo near streams SE of Missão Cururú.",-57.51666,-7.58333,NA,"urn:catalog:MO:Tropicos:3401290","http://www.tropicos.org/Specimen/3401290","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"61",NA,"NY","NY","00836607","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","7295",NA,"W. R. Anderson",1973,3,17,"Brazil","GoiÃ¡s",NA,"Chapada dos Veadeiros, 11 km by road E of Cavalcante",-47.3704319808442,-13.8036792620171,NA,"d4cb62df-7551-4c25-b1e8-b79b6015e6df",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"62","2009-06-25T13:32:00.000+0000","MO","MO","3401076","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.& H.Maas","2008-01-01T00:00:00.000+0000","Anderson 7295",NA,"William R. Anderson",1973,3,17,"Brazil",NA,NA,"11 km by road E of of Cavalcante; mesophytic woods along stream and cerrado on slopes above.",NA,NA,NA,"urn:catalog:MO:Tropicos:3401076","http://www.tropicos.org/Specimen/3401076","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"63",NA,NA,"Botany","U.1661451","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Anderson WR",1973,3,17,"Brazil","Goiás",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661451",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"64",NA,"NY","NY","00836801","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","R1921",NA,"J. A. Ratter",1968,6,24,"Brazil","Mato Grosso",NA,"8 km. NE of the Base Camp of the Expedition.  (Base Camp c. 270 km. N. of Xavantina)",-51.87,-12.9,NA,"397af52d-9f77-4e5c-8d39-0e100c4c7f9e",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"65","2015-10-02T20:05:42.000+0000","MNHN","P","P00123972","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva",NA,NA,"1921","Ratter, J.A.|de Santos, R.R.|Souza, R.|de Csatro, R.A.|Andrelinho",1968,6,24,"Brazil",NA,NA,NA,-51.86667,-12.9,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123972",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"66",NA,"NY","NY","00836800","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","6725",NA,"G. C. G. Argent",1968,8,19,"Brazil","Mato Grosso",NA,"Central Brazilian Plateau. [Expedition] Base Camp Square, 'Terra preta camp'.",-51.77,-12.82,NA,"001500a3-336f-4d26-a557-03b92646fd42",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"67","2015-09-03T19:02:35.000+0000","MNHN","P","P00123970","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva",NA,NA,"6725","Argent, G.C.G.|Richards, P.W.",1968,8,19,"Brazil",NA,NA,NA,-51.76667,-12.81667,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123970",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"68","2015-09-03T19:02:35.000+0000","MNHN","P","P00123971","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva",NA,NA,"10282","Harley, R.M.|Souza, R.",1968,9,27,"Brazil",NA,NA,NA,-51.76667,-12.81667,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123971",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"69","2015-08-13T05:50:00.000+0000","MO","MO","3403839","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.J.M. Maas & S. Arias G.","2012-01-01T00:00:00.000+0000","Harley 10282",NA,"R.M. Harley",1968,9,27,"Brazil","Mato Grosso do Sul",NA,"Near base camp. Cerradão.",-51.766667,-12.816667,NA,"urn:catalog:MO:Tropicos:3403839","http://www.tropicos.org/Specimen/3403839","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"70",NA,"NY","NY","00836775","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","10282",NA,"R. M. Harley",1968,9,27,"Brazil","Mato Grosso",NA,"Near base camp",-51.77,-12.82,NA,"cb8a14b1-b611-4e64-b94e-91ef2bc33050",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"71",NA,"IPA","IPA","17645","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva, R.","2002-08-01T00:00:00.000+0000","336",NA,"Giulietti, A.M.;",1968,10,7,"Brazil","Mato Grosso",NA,"Acampamento da Royal Society, arredores do acampamento.",0,0,NA,"BRA:IPA:IPA:0000017645",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"72",NA,"NY","NY","00836783","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","2001-10-01T00:00:00.000+0000","1200",NA,"S. G. da Fonsêca",1968,10,7,"Brazil","Mato Grosso",NA,"Arredores do Acampamento da Expediçao inglêsa",-51.875,-12.906389,NA,"5da9ea4f-3c19-4312-8c3e-c166ae767e17",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"73",NA,"NY","NY","00836606","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","3553",NA,"D. Philcox",1967,12,16,"Brazil","Mato Grosso",NA,"Surrounds of base-camp",-51.77,-12.82,NA,"ad8ea5b1-16dd-4615-8c4e-ea37b1a93d1c",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"74","2015-09-03T19:02:35.000+0000","MNHN","P","P00123969","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Mello-Silva",NA,NA,"114","Ramos, J.F.|Sousa, R.",1967,NA,NA,"Brazil",NA,NA,NA,-51.86667,-12.9,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00123969",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"75",NA,"NY","NY","00836628","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-11-01T00:00:00.000+0000","16280",NA,"H. S. Irwin",1966,5,29,"Brazil","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.",-51.83,-12.82,NA,"7dc06593-964b-4c8c-a352-1bafcacd0277",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"76","2008-11-13T03:32:00.000+0000","MO","MO","3400935","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.& H.Maas","2008-01-01T00:00:00.000+0000","Irwin 16280",NA,"Howard S. Irwin",1966,5,29,"Brazil",NA,NA,"Cerrado, Rio Turvo, ca 210 km N. of Xavantina, Mato Grosso.",NA,NA,NA,"urn:catalog:MO:Tropicos:3400935","http://www.tropicos.org/Specimen/3400935","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"77",NA,NA,"Botany","U.1661439","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; et al.",1966,5,29,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661439",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"78",NA,"NY","NY","26014","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas",NA,"17077",NA,"H. S. Irwin",1966,6,13,"Brazil","Mato Grosso",NA,"Ca. 25 km. south of Xavantina",0,0,NA,"0eac1a82-9cbb-4083-8eed-fa6d68e3e3c0",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"79",NA,"W","Herbarium W","2018-0004089","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Anonymus",NA,NA,NA,"Irwin,H.S., Souza,R., Grear,J.W. & Reis dos Santos,R.",1966,6,13,"Brazil",NA,NA,"Brazil, Mato Grosso: Planalto do Brazil, drainage of the upper Rio Araguaia, periodically flooded campo ca 25 km S of Xavantina, 400 m.",NA,NA,NA,NA,NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"80",NA,NA,"Botany","U.1661438","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; et al.",1966,6,13,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661438",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"81",NA,"NY","NY","26013","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas",NA,"17077",NA,"H. S. Irwin",1966,6,13,"Brazil","Mato Grosso",NA,"Ca. 25 km. south of Xavantina",0,0,NA,"9413ca4c-4fbc-427c-8fb2-a398d6b3c10a",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"82","2014-01-06T16:23:00.000+0000","MO","MO","3403489","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.J.M. Maas & S. Arias G.","2012-01-01T00:00:00.000+0000","Hunt 5953",NA,"David R. Hunt|José F. Ramos",1966,6,12,"Brazil","Goiás",NA,"Mato Grosso: Barra do Garcas - Xavantina road, 25 km. from Xavantina. Gallery forest.",NA,NA,NA,"urn:catalog:MO:Tropicos:3403489","http://www.tropicos.org/Specimen/3403489","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"83",NA,"W","Herbarium W","2018-0004088","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Anonymus",NA,NA,NA,"Irwin,H.S., Souza,R., Grear,J.W. & Reis dos Santos,R.",1966,6,13,"Brazil",NA,NA,"Brazil, Mato Grosso: Planalto do Brazil, drainage of the upper Rio Araguaia, periodically flooded campo ca 25 km S of Xavantina, 400 m.",NA,NA,NA,NA,NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"84",NA,"NY","NY","00836826","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","5953",NA,"D. R. Hunt",1966,6,12,"Brazil","Mato Grosso",NA,"Barra do Garças-Xavantina road, 25 km. from Xavantina.",0,0,NA,"6f3b0ad0-e1ca-44cf-8c75-362a6b2afd07",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"85","2017-10-15T14:24:47.000+0000","JBRJ","RB","RB01352195","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"17077",NA,"H.S. Irwin; et al.",1966,7,13,"Brazil","Mato Grosso","Nova Xavantina","25km ao sul de Nova Xavantina",NA,NA,NA,"urn:catalog:JBRJ:RB:1352195",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"86","2009-08-25T00:00:00.000+0000","MO","MO","3400146","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.J.M. Maas","1998-01-01T00:00:00.000+0000","Irwin 6452",NA,"Howard S. Irwin|Thomas R. Soderstrom",1964,9,30,"Brazil",NA,NA,"Vicinity of Garapu, Mato Grosso.",-52.56666,-13.2,NA,"urn:catalog:MO:Tropicos:3400146","http://www.tropicos.org/Specimen/3400146","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"87","2014-07-22T19:32:04.000+0000","JBRJ","RB","RB00524550","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","1998-01-01T00:00:00.000+0000",NA,NA,"H. S. Irwin; T. R. Soderstrom",1964,9,30,"Brazil","Mato Grosso","Mato Grosso","Vicinity of Guarapú.",NA,NA,"Shrub ca, 2 m tall; P gray-green; A pale yellow; fruit green","urn:catalog:JBRJ:RB:524550",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"88",NA,"NY","NY","00836782","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas","1998-01-01T00:00:00.000+0000","6452",NA,"H. S. Irwin",1964,9,30,"Brazil","Mato Grosso",NA,"GarapÃº.",-52.57,-13.2,NA,"48e8bfb7-3459-4987-9521-1e7b771e2676",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"89",NA,NA,"Botany","U.1661441","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; Soderstrom TR",1964,9,30,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661441",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"90",NA,NA,"Botany","U.1661440","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Irwin HS; Soderstrom TR",1964,10,4,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661440",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"91",NA,"UFPB","JPB","2251","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"91",NA,"Sidney; Chaves, MJ",1900,1,1,"Brazil","Mato Grosso","Xavantina",NA,0,0,NA,"BRA:UFPB:JPB:0000002251",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"92","2015-04-11T10:13:05.000+0000","S","VascularPlants","S-R-2609","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"438","438","Riedel",1826,8,NA,"Brazil","Mato Grosso",NA,"Brasilia, Matto Grosso ad Rio Pardo",NA,NA,"Ex herb. Petropol. Leaf sample taken for DNA study Utrecht 2002, UDNA 895.","S:VascularPlants:S-R-2609",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"93","2016-05-23T15:02:12.000+0000","JBRJ","RB","RB00043194","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.MAAS","2015-01-01T00:00:00.000+0000","4703",NA,"; C.A.Cid",NA,NA,NA,"Brazil","Rondônia","Rondônia","Município de Cacoal, BR 364 rodoviária Cuiaba, Porto Velho, km 230, linha 09 ao longo da rodovia.",NA,NA,"Arvoreta 7m de altura; frutos imaturos esverdeados","urn:catalog:JBRJ:RB:43194",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"94","2016-05-23T15:02:14.000+0000","JBRJ","RB","RB00043200","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P.MAAS","2015-01-01T00:00:00.000+0000","4726",NA,"C.A.Cid; J.Guedes, J. COelho",NA,NA,NA,"Brazil","Rondônia","Rondônia","Município de Cacoal, BR 364 rodoviária Cuiaba, Porto Velho, km 234, ao Norte da cidade, morro Torre Embratel.",NA,NA,"Arvoreta de 8m de altura frutos imaturos esverdeados","urn:catalog:JBRJ:RB:43200",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"95","2015-09-03T18:57:27.000+0000","MNHN","P","P02001825","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas & Westra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p02001825",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"96","2009-07-24T16:01:00.000+0000","MO","MO","3400032","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","D.M. Johnson","1986-01-01T00:00:00.000+0000","Cid Ferreira 6076",NA,"C.A. Cid Ferreira",NA,NA,NA,"Brazil",NA,NA,"Mun. de Nobres, Mt. BR 163, Rod. Cuiabá-Sinop a 145 km ao S de Sinop. Prox. a Lucas do Rio Verde. Cerrado, solo arenoso.",-55.91666,-13.08333,NA,"urn:catalog:MO:Tropicos:3400032","http://www.tropicos.org/Specimen/3400032","Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"97","2014-07-08T02:57:05.000+0000","JBRJ","RB","RB00041927","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,"4936",NA,"M.G. Silva & C. Rosario",NA,NA,NA,"Brazil","Mato Grosso","Mato Grosso","KM 165 da rod. Cuiabá-Santarém, entroncamento .",NA,NA,"Árvore de 5m, fruto jovem verde, campo alagado,","urn:catalog:JBRJ:RB:41927",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"98",NA,"NY","NY","00836799","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","R & S114",NA,"J. F. Ramos",NA,NA,NA,"Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition (c. 270 km N of Xavantina)",-51.87,-12.9,NA,"eefa2b95-cca6-4d41-a850-9ffb27e65fb4",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"99",NA,NA,"Botany","U.1661870","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.","Maas PJM; Westra LYT",NA,NA,NA,"Ramos J; Souza R",NA,NA,NA,"Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition.",-51.866667,-12.9,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661870",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
"100",NA,"F","Botany","V0205773F","Guatteria rigida R.E.Fr.","Annonaceae","Guatteria","rigida","R.E.Fr.",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,-52.8731,-10.8339,NA,"03e27a4d-2ad2-4660-a51f-d1bf45d73a46",NA,"Guatteria rigida R.E.Fr.",NA,NA,NA,NA
